Name,Category,Packaging,Recyclability,Components Used,Carbon_Footprints,Water_Usage_Liters,Sustainability_Score,Sustainability_Level,Sustainable_Alternative
Plus NAME_13244_0B0 QZ1,Daily-use,Bamboo,Yes,Contains glass and starch base,0.1521073199471025,27,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Plus NAME_13245_1JV 92N,Food,Laminated foil pouch,Yes,Contains aluminium and binders,1.88168212763979,96,59.68,Medium,Switch to recycled metal containers with minimal processing waste.
Eco NAME_13246_RBE BDF,Daily-use,Paper wrap,Yes,Contains aluminium and colorants,0.898708256399303,50,96.641,High,Use uncoated recycled paper with eco-friendly printing inks.
Renew NAME_13247_UGQ H3I,Electronics,Rigid cardboard box,No,Contains bioplastic and binders,5.707656279039612,196,30.634,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_13248_PC8 PQ2,Food,Laminated foil pouch,No,Contains bioplastic and eco resin,6.311280525944403,174,19.429,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Mini NAME_13249_YYC FCY,Electronics,Rigid cardboard box,Yes,Contains aluminium and binders,1.9236459385664133,99,90.205,High,Switch to recycled metal containers with minimal processing waste.
Urban NAME_13250_T2D KNF,Cosmetics,Plastic bottle (HDPE),Yes,Contains hemp and adhesives,1.2348597605323783,48,73.584,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Lite NAME_13251_FN4 3GT,Electronics,Rigid cardboard box,Yes,Contains organic cotton and minor additives,1.548926378166879,94,95.937,High,Switch to recycled metal containers with minimal processing waste.
Green NAME_13252_LY7 WOL,Furniture,Corrugated cardboard,Yes,Contains recycled wood and minor additives,4.473534304373173,130,82.581,High,Use uncoated recycled paper with eco-friendly printing inks.
Prime NAME_13253_U1M VW7,Food,Laminated foil pouch,Yes,Contains bioplastic and binders,1.587494646304045,59,65.685,Medium,Use recycled glass containers that are reusable and easily recyclable.
Urban NAME_13254_D9F WBQ,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and eco resin,0.9526997960637482,45,76.606,High,Use uncoated recycled paper with eco-friendly printing inks.
Eco NAME_13255_1XY P7Y,Furniture,Corrugated cardboard,Yes,Contains organic cotton and starch base,2.369421651778052,74,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Plus NAME_13256_K0O J2F,Food,Laminated foil pouch,Yes,Contains recycled wood and eco resin,0.9043146537212902,59,69.168,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_13257_Y4O NWE,Cosmetics,Plastic bottle (HDPE),No,Contains bioplastic and minor additives,5.934529143262024,190,17.715,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Craft NAME_13258_38W 7ND,Food,Laminated foil pouch,Yes,Contains bamboo and eco resin,2.1685896343152584,108,60.041,Medium,Switch to recycled metal containers with minimal processing waste.
Prime NAME_13259_M1D K02,Food,Laminated foil pouch,Yes,Contains hemp and binders,0.1074902988730787,31,73.009,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Plus NAME_13260_77A HKY,Food,Laminated foil pouch,No,Contains bioplastic and eco resin,6.311280525944403,174,19.429,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_13261_C3E 7A7,Daily-use,Bamboo,Yes,Contains hemp and starch base,0.0540238081514108,32,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Lite NAME_13262_7OV N4Y,Cosmetics,Plastic bottle (HDPE),Yes,Contains bamboo and starch base,1.227418181566437,62,71.71,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Smart NAME_13263_4IT G4X,Electronics,Rigid cardboard box,No,Contains glass and binders,5.935733120157658,194,28.803,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_13264_WPK R20,Food,Laminated foil pouch,Yes,Contains hemp and adhesives,1.9061165980678565,101,59.506,Medium,Switch to recycled metal containers with minimal processing waste.
Prime NAME_13265_1J4 9W6,Electronics,Rigid cardboard box,Yes,Contains recycled wood and eco resin,0.200510718221674,27,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Green NAME_13266_T02 PFV,Furniture,Corrugated cardboard,Yes,Contains hemp and adhesives,2.0497929640486303,64,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Prime NAME_13267_HAA 996,Daily-use,Plastic bottle (HDPE),Yes,Contains steel and binders,0.9850034210100672,55,73.794,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_13268_3KG C6M,Furniture,Corrugated cardboard,No,Contains aluminium and binders,5.243056671541318,188,47.867,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Plus NAME_13269_WZ6 O8A,Furniture,Corrugated cardboard,Yes,Contains hemp and starch base,3.124271439041052,92,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Renew NAME_13270_3FC K1O,Furniture,Corrugated cardboard,Yes,Contains steel and eco resin,3.80638978318677,126,87.708,High,Use uncoated recycled paper with eco-friendly printing inks.
Green NAME_13271_DI7 XIH,Food,Laminated foil pouch,Yes,Contains recycled wood and colorants,0.9684474904912403,55,67.19,Medium,Use recycled glass containers that are reusable and easily recyclable.
Green NAME_13272_PVP YK4,Cosmetics,Plastic bottle (HDPE),Yes,Contains aluminium and colorants,0.5726553281281748,63,72.159,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Craft NAME_13273_523 LO9,Electronics,Rigid cardboard box,Yes,Contains aluminium and binders,0.5403277768443127,55,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Plus NAME_13274_DGV HFY,Furniture,Corrugated cardboard,No,Contains organic cotton and adhesives,4.756212148720074,202,48.243,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_13275_4GS 99O,Cosmetics,Plastic bottle (HDPE),Yes,Contains aluminium and minor additives,-0.12296545,31,79.66,High,Adopt bamboo-based packaging that is compostable and renewable.
Plus NAME_13276_A1L EKL,Food,Laminated foil pouch,Yes,Contains hemp and eco resin,0.7465715319011762,45,69.166,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Renew NAME_13277_AP5 DPU,Electronics,Rigid cardboard box,Yes,Contains bamboo and starch base,1.0971679313639768,57,100,High,Use recycled glass containers that are reusable and easily recyclable.
Prime NAME_13278_RBL H4I,Daily-use,Plastic bottle (HDPE),Yes,Contains organic cotton and binders,1.4796409406279944,59,74.543,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Urban NAME_13279_D5W SQV,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and minor additives,8.904406187547387,209,43.761,Low,Replace with recycled aluminum that saves 90% of energy during production.
Craft NAME_13280_X0W 7MR,Electronics,Rigid cardboard box,Yes,Contains bamboo and eco resin,1.0178007468217367,49,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Lite NAME_13281_P34 WHM,Food,Laminated foil pouch,Yes,Contains bioplastic and starch base,1.0442443853608965,56,67.942,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_13282_2KB C8N,Food,Laminated foil pouch,Yes,Contains organic cotton and colorants,2.1624803054355697,111,59.723,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Renew NAME_13283_H7L DHC,Electronics,Rigid cardboard box,Yes,Contains recycled wood and starch base,0.5576939357076938,30,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Plus NAME_13284_OFQ PQB,Furniture,Corrugated cardboard,Yes,Contains aluminium and eco resin,3.7936334968620526,120,89.652,High,Use uncoated recycled paper with eco-friendly printing inks.
Lite NAME_13285_71R N0I,Electronics,Rigid cardboard box,Yes,Contains steel and eco resin,8.958234496024748,210,63.213,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Prime NAME_13286_GCG V9M,Food,Laminated foil pouch,Yes,Contains aluminium and eco resin,1.37448569069189,58,66.098,Medium,Use recycled glass containers that are reusable and easily recyclable.
Smart NAME_13287_3VT GUV,Food,Laminated foil pouch,No,Contains recycled wood and colorants,5.697972746391874,169,19.519,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_13288_ASH WIF,Daily-use,Glass,Yes,Contains recycled wood and eco resin,1.2466916728467314,61,97.236,High,Use recycled glass containers that are reusable and easily recyclable.
Prime NAME_13289_A6C 84A,Furniture,Corrugated cardboard,Yes,Contains steel and minor additives,3.9456715720802737,123,89.007,High,Use uncoated recycled paper with eco-friendly printing inks.
Craft NAME_13290_R0P TAK,Daily-use,Plastic,Yes,Contains hemp and adhesives,2.592625664988099,112,63.185,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Plus NAME_13291_ABS TAS,Daily-use,Bamboo,Yes,Contains bamboo and binders,0.4622173230983601,28,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Plus NAME_13292_K0P VBS,Daily-use,Plastic bottle (HDPE),No,Contains hemp and binders,6.124303000010318,181,21.068,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Plus NAME_13293_KC6 Y69,Cosmetics,Plastic bottle (HDPE),No,Contains steel and minor additives,6.183053539912521,174,19.765,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Smart NAME_13294_HG2 Z4Y,Cosmetics,Plastic bottle (HDPE),Yes,Contains hemp and adhesives,1.414905885413663,61,73.333,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Craft NAME_13295_LAF RRX,Electronics,Rigid cardboard box,Yes,Contains glass and binders,1.6368828882462558,61,100,High,Use recycled glass containers that are reusable and easily recyclable.
Renew NAME_13296_0OV N54,Daily-use,Plastic,Yes,Contains recycled wood and binders,2.3364944115110515,116,62.142,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Urban NAME_13297_PEV KEM,Food,Laminated foil pouch,Yes,Contains aluminium and colorants,1.8998975320391536,91,60.307,Medium,Switch to recycled metal containers with minimal processing waste.
Lite NAME_13298_0W1 8PV,Furniture,Corrugated cardboard,No,Contains bioplastic and starch base,5.023559220434343,207,49.825,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Craft NAME_13299_RI9 IOO,Cosmetics,Plastic bottle (HDPE),No,Contains recycled wood and starch base,5.506011548687548,183,19.929,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Prime NAME_13300_2I0 8EE,Cosmetics,Plastic bottle (HDPE),No,Contains organic cotton and binders,3.559292009229841,144,26.667,Low,Use eco-friendly packaging alternatives made from renewable materials.
Lite NAME_13301_74Z S5E,Food,Laminated foil pouch,Yes,Contains hemp and starch base,2.736971249254485,112,59.045,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Smart NAME_13302_OHI 7MY,Electronics,Rigid cardboard box,Yes,Contains bamboo and minor additives,0.6693897815109078,30,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Green NAME_13303_FMW KUY,Daily-use,Aluminum,Yes,Contains bamboo and binders,8.902081265755335,215,50.761,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Plus NAME_13304_9V5 IJJ,Food,Laminated foil pouch,Yes,Contains hemp and minor additives,1.27854458320687,59,67.504,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Craft NAME_13305_ZOU ZQI,Food,Laminated foil pouch,Yes,Contains bioplastic and minor additives,1.1863419825221535,49,67.809,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Craft NAME_13306_FQQ RMI,Food,Laminated foil pouch,Yes,Contains steel and adhesives,0.2352201740058973,28,73.753,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Smart NAME_13307_DDK QJ7,Food,Laminated foil pouch,Yes,Contains aluminium and colorants,1.3709023947281376,54,64.634,Medium,Use recycled glass containers that are reusable and easily recyclable.
Plus NAME_13308_686 LBM,Daily-use,Plastic,Yes,Contains bioplastic and starch base,2.4010802981263293,117,61.71,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Lite NAME_13309_VPL 7AP,Food,Laminated foil pouch,No,Contains organic cotton and minor additives,5.62435197254196,163,17.874,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Urban NAME_13310_FYT UG3,Electronics,Rigid cardboard box,Yes,Contains aluminium and binders,2.268892253232402,109,88.901,High,Switch to recycled metal containers with minimal processing waste.
Urban NAME_13311_BDB NRC,Electronics,Rigid cardboard box,Yes,Contains steel and binders,2.7081656398182554,109,93.137,High,Use eco-friendly packaging alternatives made from renewable materials.
Green NAME_13312_CTQ 8SQ,Food,Laminated foil pouch,Yes,Contains hemp and eco resin,0.6840171536664278,61,65.992,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Prime NAME_13313_NRB L2A,Electronics,Rigid cardboard box,Yes,Contains hemp and minor additives,2.1409515715091185,94,89.646,High,Switch to recycled metal containers with minimal processing waste.
Plus NAME_13314_9S4 94Y,Food,Laminated foil pouch,Yes,Contains hemp and adhesives,2.299006656108216,116,60.879,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Renew NAME_13315_GHP TC5,Electronics,Rigid cardboard box,No,Contains aluminium and starch base,5.866927501161156,192,28.935,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_13316_58C CI5,Daily-use,Paper wrap,Yes,Contains glass and binders,0.4764617505074441,53,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Eco NAME_13317_ZN1 HI1,Food,Laminated foil pouch,No,Contains steel and minor additives,3.604697611674747,158,24.421,Low,Use eco-friendly packaging alternatives made from renewable materials.
Lite NAME_13318_LE5 CVF,Cosmetics,Plastic bottle (HDPE),Yes,Contains steel and eco resin,1.2107850329532366,60,71.511,Medium,Use recycled glass containers that are reusable and easily recyclable.
Urban NAME_13319_K5Q QDA,Furniture,Corrugated cardboard,Yes,Contains recycled wood and eco resin,1.6693794994583453,75,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Smart NAME_13320_80S B21,Furniture,Corrugated cardboard,Yes,Contains hemp and colorants,2.420915113087229,83,91.89,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Urban NAME_13321_VX5 219,Food,Laminated foil pouch,Yes,Contains bioplastic and binders,1.587494646304045,59,65.685,Medium,Use recycled glass containers that are reusable and easily recyclable.
Lite NAME_13322_HGI 36N,Furniture,Corrugated cardboard,No,Contains bamboo and starch base,4.686758039186007,194,53.371,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
